source,target,assoc_examyear,relation
高進之妻父,高進,1402,son-in-law
魚伯游,崔潤文,1402,son-in-law
元仲良,元憲,1405,son
元天常,元憲,1405,son-in-law
元廣明,元仲良,1405,son
元憲,元晃,1405,son
兪冏,兪弘,1405,son
兪勉之妻父,兪勉,1405,son-in-law
兪天佐,兪斯貴,1405,son
兪弘,兪貴生,1405,son
兪成烈,兪天佐,1405,son
兪斯貴,兪勉,1405,son
兪斯貴之妻父,兪斯貴,1405,son-in-law
兪貴生,兪尙智,1405,son
周善仁,周懿,1405,son
周孟謙,周命新,1405,son
周孟謙之妻父,周孟謙,1405,son-in-law
周懿,周孟謙,1405,son
宋之伯,宋玿,1405,son
宋元美,宋瑜,1405,son
宋匡祐,宋寘,1405,son
宋玿,宋匡祐,1405,son
宋琰,宋元美,1405,son
宋瑜,宋乙開,1405,son
宋瑜之妻父,宋瑜,1405,son-in-law
尹元富,金宗瑞,1405,son-in-law
尹挺莘,梁肅,1405,son-in-law
崔丁智,崔泰,1405,son
崔乙仁,崔霮,1405,son
崔宗海之妻父,崔宗海,1405,son-in-law
崔岷之妻父,崔岷,1405,son-in-law
崔岷之父,崔岷,1405,son
崔岷之父之妻父,崔岷之父,1405,son-in-law
崔岷之父之父,崔岷之父,1405,son
崔從謙,崔宗海,1405,son
崔泰,崔從謙,1405,son
崔霮,崔德之,1405,son
崔龍鳳,崔乙仁,1405,son
康有信,兪尙智,1405,son-in-law
張誠之,崔從謙,1405,son-in-law
曺崇德之妻父,曺崇德,1405,son-in-law
曺証,曺崇德,1405,son
曺証之妻父,曺証,1405,son-in-law
曺証之父,曺証,1405,son
朴仁夫,崔霮,1405,son-in-law
朴可興,鄭之唐,1405,son-in-law
朴居善之妻父,朴居善,1405,son-in-law
朴居善之父,朴居善,1405,son
朴居善之父之妻父,朴居善之父,1405,son-in-law
朴居善之父之父,朴居善之父,1405,son
朴式之妻父,朴式,1405,son-in-law
朴式之父,朴式,1405,son
朴式之父之妻父,朴式之父,1405,son-in-law
朴式之父之父,朴式之父,1405,son
朴誼之妻父,朴誼,1405,son-in-law
朴誼之父,朴誼,1405,son
朴誼之父之妻父,朴誼之父,1405,son-in-law
朴誼之父之父,朴誼之父,1405,son
朴頎之妻父,朴頎,1405,son-in-law
朴頎之父,朴頎,1405,son
朴頎之父之妻父,朴頎之父,1405,son-in-law
朴頎之父之父,朴頎之父,1405,son
李三吉,李春秀,1405,son
李審之,宋乙開,1405,son-in-law
李攀桂,元晃,1405,son-in-law
李春秀,李兢,1405,son
李椒,李兢,1405,son-in-law
李英,周命新,1405,son-in-law
李蕃,李三吉,1405,son
李誠之妻父,李誠,1405,son-in-law
李誠之父,李誠,1405,son
李誠之父之妻父,李誠之父,1405,son-in-law
李誠之父之父,李誠之父,1405,son
李賴之父,李賴,1405,son
李賴之父之妻父,李賴之父,1405,son-in-law
李賴之父之父,李賴之父,1405,son
李釋之,李安柔,1405,son
李雄,金尙直,1405,son-in-law
李養吾,趙胖,1405,son-in-law
柳九思之妻父,柳九思,1405,son-in-law
柳九思之父,柳九思,1405,son
柳九思之父之妻父,柳九思之父,1405,son-in-law
柳九思之父之父,柳九思之父,1405,son
梁元堅,李賴,1405,son-in-law
梁煥,梁肅,1405,son
梁肅,梁汝恭,1405,son
梁茂,梁煥,1405,son
楊秩之妻父,楊秩,1405,son-in-law
楊秩之父,楊秩,1405,son
楊秩之父之妻父,楊秩之父,1405,son-in-law
楊秩之父之父,楊秩之父,1405,son
權守英,權顯,1405,son
權定,權熙,1405,son
權熙之妻父,權熙,1405,son-in-law
權顯,權定,1405,son
洪元老,宋匡祐,1405,son-in-law
洪希忠,鄭熙,1405,son-in-law
申圖之妻父,申圖,1405,son-in-law
申圖之父,申圖,1405,son
申圖之父之妻父,申圖之父,1405,son-in-law
申圖之父之父,申圖之父,1405,son
禹洪壽,宋寘,1405,son-in-law
蔡知止之妻父,蔡知止,1405,son-in-law
蔡知止之父,蔡知止,1405,son
蔡知止之父之妻父,蔡知止之父,1405,son-in-law
蔡知止之父之父,蔡知止之父,1405,son
趙世卿,趙胖,1405,son
趙何,趙世卿,1405,son
趙安鼎,崔德之,1405,son-in-law
趙胖,趙瑞老,1405,son
車云革,車信重,1405,son
車信重,車得琳,1405,son
車得琳,車有,1405,son
車得琳之妻父,車得琳,1405,son-in-law
車有之妻父,車有,1405,son-in-law
鄭允孚,鄭龜晋,1405,son
鄭台輔,鄭熙,1405,son
鄭承慶,鄭台輔,1405,son
鄭洪,趙瑞老,1405,son-in-law
鄭熙,鄭招,1405,son
鄭臣扈,鄭允孚,1405,son
鄭釐,鄭龜晋,1405,son-in-law
鄭龜晋,鄭之唐,1405,son
金xx(兪貴生之妻父),兪貴生,1405,son-in-law
金九之妻父,金九,1405,son-in-law
金九冏之父,金九冏,1405,son
金九冏之父之妻父,金九冏之父,1405,son-in-law
金九冏之父之父,金九冏之父,1405,son
金偉,金忠敬,1405,son
金克信之妻父,金克信,1405,son-in-law
金克信之父,金克信,1405,son
金克信之父之妻父,金克信之父,1405,son-in-law
金克信之父之父,金克信之父,1405,son
金台泳,金陲,1405,son
金尙之妻父,金尙,1405,son-in-law
金得和,金鼎臣,1405,son
金忠敬,金尙,1405,son
金晬光,金偉,1405,son
金謙,金尙直,1405,son
金謹思,李春秀,1405,son-in-law
金邵,鄭招,1405,son-in-law
金釰,權定,1405,son-in-law
金陲,金宗瑞,1405,son
金陲之妻父,金陲,1405,son-in-law
金鼎臣,金謙,1405,son
閔孝悅,李安柔,1405,son-in-law
閔德生,金忠敬,1405,son-in-law
閔思正,梁汝恭,1405,son-in-law
任敬宗,權詳,1408,son-in-law
偰哲篤,遜遜,1408,son
偰慶壽,偰循,1408,son
偰慶壽之妻父,偰慶壽,1408,son-in-law
元保,鄭昖,1408,son-in-law
兪尙理之妻父,兪尙理,1408,son-in-law
兪成利,兪顯,1408,son
兪承桂,兪成利,1408,son
兪貴生,兪尙理,1408,son
兪顯,兪孝通,1408,son
具成亮,具綱,1408,son
具成亮之妻父,具成亮,1408,son-in-law
具榮儉,具褘,1408,son
具褘,具成亮,1408,son
南績,權孟孫,1408,son-in-law
宋琠,兪孝通,1408,son-in-law
尹仁善,尹恃,1408,son
尹奎,李敉,1408,son-in-law
尹忱,尹仁善,1408,son
尹恃,尹粹,1408,son
尹東明,禹洪壽,1408,son-in-law
尹粹之妻父,尹粹,1408,son-in-law
崔湜,禹承範,1408,son-in-law
崔盤,崔孟良,1408,son
崔盤之妻父,崔盤,1408,son-in-law
崔邕,崔盤,1408,son
崔龍角,崔邕,1408,son
康理之妻父,康理,1408,son-in-law
康理之父,康理,1408,son
康理之父之妻父,康理之父,1408,son-in-law
康理之父之父,康理之父,1408,son
成守良,柳季聞,1408,son-in-law
成思齊,魚變甲,1408,son-in-law
朴幹,朴永均,1408,son
朴忠敏,朴翊,1408,son-in-law
朴東生,金益達,1408,son-in-law
朴永均,朴翊,1408,son
朴翊,朴融,1408,son
李上垣,兪顯,1408,son-in-law
李云吉,魚淵,1408,son-in-law
李允芳,李皐,1408,son
李叔福之妻父,李叔福,1408,son-in-law
李岷,鄭旅,1408,son-in-law
李敉之父,李敉,1408,son
李敉之父之妻父,李敉之父,1408,son-in-law
李敉之父之父,李敉之父,1408,son
李春富,李種學,1408,son-in-law
李時中,鄭崗,1408,son-in-law
李正文之妻父,李正文,1408,son-in-law
李正文之父,李正文,1408,son
李正文之父之妻父,李正文之父,1408,son-in-law
李正文之父之父,李正文之父,1408,son
李皐,李審,1408,son
李皐之妻父,李皐,1408,son-in-law
李種學,李叔福,1408,son
李穀,李穡,1408,son
李穡,李種學,1408,son
李薰之妻父,李薰,1408,son-in-law
李薰之父,李薰,1408,son
李薰之父之妻父,李薰之父,1408,son-in-law
李薰之父之父,李薰之父,1408,son
李謙,李允芳,1408,son
李龜,崔孟良,1408,son-in-law
李㴶之妻父,李㴶,1408,son-in-law
李㴶之父,李㴶,1408,son
李㴶之父之妻父,李㴶之父,1408,son-in-law
李㴶之父之父,李㴶之父,1408,son
柳寬,柳季聞,1408,son
梁京,鄭隣,1408,son-in-law
楊以時,金繼志,1408,son-in-law
權君保,權詳,1408,son
權暹,權君保,1408,son
權詳,權孟孫,1408,son
權軫,裵素,1408,son-in-law
洪保,李審,1408,son-in-law
洪興,尹恃,1408,son-in-law
洪龜,偰循,1408,son-in-law
禹xx_#208#_(鄭承緖)之妻父,鄭承緖,1408,son-in-law
禹吉生,禹玄寶,1408,son
禹洪壽,禹承範,1408,son
禹玄寶,禹洪壽,1408,son
羅有綬之妻父,羅有綬,1408,son-in-law
羅有綬之父,羅有綬,1408,son
羅有綬之父之妻父,羅有綬之父,1408,son-in-law
羅有綬之父之父,羅有綬之父,1408,son
蔡克敬,金赭,1408,son-in-law
蔣xx_#203#_(朴融)之妻父,朴融,1408,son-in-law
薛崇,辛引孫,1408,son-in-law
裵尙恭,裵素,1408,son
裵尙恭之妻父,裵尙恭,1408,son-in-law
裵詮,裵尙恭,1408,son
趙涓,金滓,1408,son-in-law
辛原慶,辛富,1408,son
辛富,辛有定,1408,son
辛有定,辛引孫,1408,son
辛有定之妻父,辛有定,1408,son-in-law
遜遜,偰慶壽,1408,son
鄭乙卿,鄭崗,1408,son
鄭介保之妻父,鄭介保,1408,son-in-law
鄭信之妻父,鄭信,1408,son-in-law
鄭信之父,鄭信,1408,son
鄭信之父之妻父,鄭信之父,1408,son-in-law
鄭信之父之父,鄭信之父,1408,son
鄭允老,鄭介保,1408,son
鄭和,鄭昖,1408,son
鄭守之,鄭和,1408,son
鄭崗,鄭旅,1408,son
鄭昖,鄭承緖,1408,son
鄭洪義,金受益,1408,son-in-law
鄭節,金顧,1408,son-in-law
鄭隣之父,鄭隣,1408,son
鄭隣之父之妻父,鄭隣之父,1408,son-in-law
鄭隣之父之父,鄭隣之父,1408,son
金xx(金休之妻父),金休,1408,son-in-law
金休,金益廉,1408,son
金佑誼,金元老,1408,son
金佑誼之妻父,金佑誼,1408,son-in-law
金佑誼之父,金佑誼,1408,son
金倫,金可器,1408,son
金元老之妻父,金元老,1408,son-in-law
金光轍,金都卓,1408,son
金受益,金赭,1408,son
金可器,金受益,1408,son
金廧之妻父,金廧,1408,son-in-law
金廧之父,金廧,1408,son
金廧之父之妻父,金廧之父,1408,son-in-law
金廧之父之父,金廧之父,1408,son
金永暾,金縝,1408,son
金由畝之妻父,金由畝,1408,son-in-law
金益廉之妻父,金益廉,1408,son-in-law
金益達,金顧,1408,son
金篤,金由畝,1408,son
金篤之妻父,金篤,1408,son-in-law
金篤之父,金篤,1408,son
金縝,金益達,1408,son
金繼志,金滓,1408,son
金都卓,金繼志,1408,son
閔中理,具綱,1408,son-in-law
魚伯游,魚淵,1408,son
魚得龍,魚伯游,1408,son
魚淵,魚變甲,1408,son
任中善,任孝信,1411,son
任山寶,任中善,1411,son
任瑨,任山寶,1411,son
元大義,文尙行,1411,son-in-law
南敏生,裵楠,1411,son-in-law
吳執,吳備,1411,son
吳執之妻父,吳執,1411,son-in-law
吳執之父,吳執,1411,son
姜明德之妻父,姜明德,1411,son-in-law
姜明德之父,姜明德,1411,son
姜明德之父之妻父,姜明德之父,1411,son-in-law
姜明德之父之父,姜明德之父,1411,son
姜永嚴,權偲,1411,son-in-law
姜達,金振門,1411,son-in-law
姜隱,崔壹,1411,son-in-law
宋贇,朴然,1411,son-in-law
尹彰,任孝信,1411,son-in-law
尹忠輔,尹自堅,1411,son
尹承慶,朴剛生,1411,son-in-law
尹湜,尹忠輔,1411,son
尹登,尹湜,1411,son
尹莘鼎,文琰,1411,son-in-law
崔丙禮,鄭欽之,1411,son-in-law
崔之之妻父,崔之,1411,son-in-law
崔壹,崔興孝,1411,son
崔瀹之之父,崔瀹之,1411,son
崔瀹之之父之妻父,崔瀹之之父,1411,son-in-law
崔瀹之之父之父,崔瀹之之父,1411,son
崔英,崔壹,1411,son
愼仁道,愼以衷,1411,son
愼以衷,愼幾,1411,son
愼思敬,愼仁道,1411,son
文中誠,文和,1411,son
文和,文琰,1411,son
文琰,文尙行,1411,son
朴元廉,朴德祥,1411,son
朴剛生,朴切問,1411,son
朴天錫,朴然,1411,son
朴德祥,朴習,1411,son
朴忱,朴剛生,1411,son
朴思敬,朴忱,1411,son
朴恃之妻父,朴恃,1411,son-in-law
朴恃之父,朴恃,1411,son
朴恃之父之妻父,朴恃之父,1411,son-in-law
朴恃之父之父,朴恃之父,1411,son
朴時庸,朴天錫,1411,son
朴純中,朴時庸,1411,son
朴義林,李吉培,1411,son-in-law
朴習,朴義孫,1411,son
朴膺,河潔,1411,son-in-law
李之直,李長孫,1411,son
李元普,李之直,1411,son-in-law
李元緝,李長孫,1411,son-in-law
李周,李吉培,1411,son
李周之妻父,李周,1411,son-in-law
李唐,李集,1411,son
李崇文,崔興孝,1411,son-in-law
李希泌,鄭符,1411,son-in-law
李希聃,李得丘,1411,son
李得丘,李周,1411,son
李有蹊之妻父,李有蹊,1411,son-in-law
李有蹊之父,李有蹊,1411,son
李有蹊之父之妻父,李有蹊之父,1411,son-in-law
李有蹊之父之父,李有蹊之父,1411,son
李樛之妻父,李樛,1411,son-in-law
李樛之父,李樛,1411,son
李樛之父之妻父,李樛之父,1411,son-in-law
李樛之父之父,李樛之父,1411,son
李茂芳,尹忠輔,1411,son-in-law
李集,李之直,1411,son
林薈之妻父,林薈,1411,son-in-law
林薈之父,林薈,1411,son
林薈之父之妻父,林薈之父,1411,son-in-law
林薈之父之父,林薈之父,1411,son
柳侑之妻父,柳侑,1411,son-in-law
柳務,柳侑,1411,son
梁元堅,金由畛,1411,son-in-law
權克中之妻父,權克中,1411,son-in-law
權參,權克中,1411,son
權參之妻父,權參,1411,son-in-law
權度,權晊,1411,son
權時中,權度,1411,son
權晊,權偲,1411,son
權晊之妻父,權晊,1411,son-in-law
權興,權參,1411,son
權賑,權興,1411,son
權踶,朴義孫,1411,son-in-law
河自宗,河潔,1411,son
洪師瑗,愼幾,1411,son-in-law
王珽,尹自堅,1411,son-in-law
王鬲,朴切問,1411,son-in-law
羅尙之,裵閏,1411,son-in-law
薛懷,愼以衷,1411,son-in-law
裵尙志,裵楠,1411,son
裵希賢,韓雍,1411,son-in-law
裵晋孫,裵規,1411,son
裵榮,裵銓,1411,son
裵樞之妻父,裵樞,1411,son-in-law
裵用成,裵晋孫,1411,son
裵規,裵閏,1411,son
裵銓,裵尙志,1411,son
裵閏,裵樞,1411,son
許匡之妻父,許匡,1411,son-in-law
許匡之父,許匡,1411,son
許匡之父之妻父,許匡之父,1411,son-in-law
許匡之父之父,許匡之父,1411,son
趙仁沃,吳備,1411,son-in-law
趙允邦,趙貴壽,1411,son
趙弇,趙講,1411,son
趙弇之妻父,趙弇,1411,son-in-law
趙講之妻父,趙講,1411,son-in-law
趙貴壽,趙弇,1411,son
辛宙之妻父,辛宙,1411,son-in-law
辛宙之父,辛宙,1411,son
辛宙之父之妻父,辛宙之父,1411,son-in-law
辛宙之父之父,辛宙之父,1411,son
鄭瑚,鄭良生,1411,son
鄭符,鄭欽之,1411,son
鄭良生,鄭符,1411,son
金存誠,朴習,1411,son-in-law
金慮遐之妻父,金慮遐,1411,son-in-law
金慮遐之父,金慮遐,1411,son
金慮遐之父之妻父,金慮遐之父,1411,son-in-law
金慮遐之父之父,金慮遐之父,1411,son
金承得,裵規,1411,son-in-law
金振門,金鑌,1411,son
金珸,朴天錫,1411,son-in-law
金用超,韓卷,1411,son-in-law
金益卿,金蓍,1411,son
金篤,金由畛,1411,son
金蓍,金振門,1411,son
金鑌之妻父,金鑌,1411,son-in-law
韓瑨,韓邦佐,1411,son
韓脩,任中善,1411,son-in-law
韓處命之妻父,韓處命,1411,son-in-law
韓處命之父,韓處命,1411,son
韓處命之父之妻父,韓處命之父,1411,son-in-law
韓處命之父之父,韓處命之父,1411,son
韓邦佐,韓雍,1411,son
韓雍,韓卷,1411,son
任敬之妻父,任敬,1414,son-in-law
任敬之父,任敬,1414,son
任敬之父之妻父,任敬之父,1414,son-in-law
任敬之父之父,任敬之父,1414,son
劉天鳳,劉直,1414,son
劉松栢,劉天鳳,1414,son
劉直,劉尙友,1414,son
卞南龍,卞孝文,1414,son
卞卿,卞贇,1414,son
卞贇,卞南龍,1414,son
吳顯,黃士幹,1414,son-in-law
周遂之妻父,周遂,1414,son-in-law
周遂之父,周遂,1414,son
周遂之父之妻父,周遂之父,1414,son-in-law
周遂之父之父,周遂之父,1414,son
嚴幹之妻父,嚴幹,1414,son-in-law
嚴幹之父,嚴幹,1414,son
嚴幹之父之妻父,嚴幹之父,1414,son-in-law
嚴幹之父之父,嚴幹之父,1414,son
姜祐,鄭舌,1414,son-in-law
孔傿,孔臣肘,1414,son
孔斯文,孔宗周,1414,son
孔斯文之妻父,孔斯文,1414,son-in-law
孔臣肘,孔斯文,1414,son
孫美玉之妻父,孫美玉,1414,son-in-law
孫美玉之父,孫美玉,1414,son
孫美玉之父之妻父,孫美玉之父,1414,son-in-law
孫美玉之父之父,孫美玉之父,1414,son
安允基,安士宗,1414,son
安士宗,安止,1414,son
安士宗之妻父,安士宗,1414,son-in-law
安永孚,李愉,1414,son-in-law
安顯,安允基,1414,son
宋師命,宋文,1414,son
宋忠孫,安止,1414,son-in-law
宋文,宋璆,1414,son
宋殷之妻父,宋殷,1414,son-in-law
宋殷之父,宋殷,1414,son
宋殷之父之妻父,宋殷之父,1414,son-in-law
宋殷之父之父,宋殷之父,1414,son
宋璆,宋啓,1414,son
尹xx(趙啓生之妻父),趙啓生,1414,son-in-law
尹壽台,尹務,1414,son
尹孝珍,尹瑞,1414,son
尹寶,李伯持,1414,son-in-law
尹就,尹得候,1414,son
尹得候,尹壽台,1414,son
尹忱,尹孝珍,1414,son
尹恃,尹惇,1414,son
尹應,崔添老,1414,son-in-law
尹瑞,尹孟謙,1414,son
尹瑞之妻父,尹瑞,1414,son-in-law
尹統之妻父,尹統,1414,son-in-law
尹統之父,尹統,1414,son
尹統之父之妻父,尹統之父,1414,son-in-law
尹統之父之父,尹統之父,1414,son
崔xx(沈繼年之妻父),沈繼年,1414,son-in-law
崔元之,裵閑,1414,son-in-law
崔宰,趙寧,1414,son-in-law
崔弘載,崔灝,1414,son
崔文翰,劉直,1414,son-in-law
崔林守,朴寧,1414,son-in-law
崔淸,金子,1414,son-in-law
崔添老,崔孝孫,1414,son
崔添老,崔文孫,1414,son
崔灝,崔有悰,1414,son
崔灝之妻父,崔灝,1414,son-in-law
崔繼雲,崔添老,1414,son
崔自卑,李師孟,1414,son-in-law
崔道源,卞孝文,1414,son-in-law
崔道源,柳升濡,1414,son-in-law
崔隰,崔繼雲,1414,son
廉悌臣,卞南龍,1414,son-in-law
房士良,房九達,1414,son
房文中之父,房文中,1414,son
房文中之父之妻父,房文中之父,1414,son-in-law
房文中之父之父,房文中之父,1414,son
房松衍,房柱,1414,son
房柱,房士良,1414,son
曺功顯,孔宗周,1414,son-in-law
朴世均,朴文翊,1414,son
朴容之妻父,朴容,1414,son-in-law
朴容之父,朴容,1414,son
朴容之父之妻父,朴容之父,1414,son-in-law
朴容之父之父,朴容之父,1414,son
朴寧,朴始生,1414,son
朴廷秀,高天連,1414,son-in-law
朴思仁,朴寧,1414,son
朴文有,朴思仁,1414,son
朴文翊,朴臣佐,1414,son
朴耋之妻父,朴耋,1414,son-in-law
朴耋之父,朴耋,1414,son
朴耋之父之妻父,朴耋之父,1414,son-in-law
朴耋之父之父,朴耋之父,1414,son
朴臣佐,朴敍,1414,son
朴臣佐之妻父,朴臣佐,1414,son-in-law
朴長生,尹惇,1414,son-in-law
李xx_#266#_(金綽)之妻父,金綽,1414,son-in-law
李xx_#271#_(鄭廣元)之妻父,鄭廣元,1414,son-in-law
李xx_#312#_(房九達)之妻父,房九達,1414,son-in-law
李之澤,皇甫仁,1414,son-in-law
李仲仁,李士渭,1414,son
李伯持,李守領,1414,son
李儁,權踶,1414,son-in-law
李叔老,朴始生,1414,son-in-law
李君實,尹壽台,1414,son-in-law
李垠,崔文孫,1414,son-in-law
李士之妻父,李士,1414,son-in-law
李士侗之父,李士侗,1414,son
李士侗之父之妻父,李士侗之父,1414,son-in-law
李士侗之父之父,李士侗之父,1414,son
李士渭,李伯持,1414,son
李存之妻父,李存,1414,son-in-law
李存之父,李存,1414,son
李存之父之妻父,李存之父,1414,son-in-law
李存之父之父,李存之父,1414,son
李存吾,權近,1414,son-in-law
李學林,金萬具,1414,son-in-law
李寬道,權克和,1414,son-in-law
李尙友,李隨,1414,son
李尙友之妻父,李尙友,1414,son-in-law
李尙友之父,李尙友,1414,son
李思牧,李瑛,1414,son
李愉,李師孟,1414,son
李扶,房文中,1414,son-in-law
李望,朴敍,1414,son-in-law
李瑛,李愉,1414,son
李逵之妻父,李逵,1414,son-in-law
李逵之父,李逵,1414,son
李逵之父之妻父,李逵之父,1414,son-in-law
李逵之父之父,李逵之父,1414,son
柳之澤,柳蕃,1414,son
柳伯通,柳升濡,1414,son
柳欽,郭珪,1414,son-in-law
柳澄,尹孟謙,1414,son-in-law
柳蕃,柳伯通,1414,son
權僖,權近,1414,son
權參,權克和,1414,son
權皐,權僖,1414,son
權近,權踶,1414,son
沈德符,沈繼年,1414,son
沈涓之妻父,沈涓,1414,son-in-law
沈繼年,沈涓,1414,son
沈龍,沈德符,1414,son
王得命,劉尙友,1414,son-in-law
白磎,房士良,1414,son-in-law
皇甫安,皇甫琳,1414,son
皇甫琳,皇甫仁,1414,son
皇甫琳之妻父,皇甫琳,1414,son-in-law
盧xx_#279#_(金塡)之妻父,金塡,1414,son-in-law
盧珦,李守領,1414,son-in-law
蔣xx(趙悅之妻父),趙悅,1414,son-in-law
裵規,裵閑,1414,son
許稠,崔有悰,1414,son-in-law
趙之興,趙天啓,1414,son
趙侯,鄭麟趾,1414,son-in-law
趙啓生,趙克寬,1414,son
趙天啓,趙悅,1414,son
